Year,Album,Artist,Win,Song,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Explicit
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Meadow Picnic,0.145,0.0669,-22.852,0.0384,0.874,0.836,0.0991,0.0595,66.015,253173,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Bounty Hunter's Pursuit,0.164,0.109,-18.876,0.041,0.789,0.867,0.0821,0.0392,83.18,200840,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Return to Tatooine,0.149,0.0501,-26.518,0.036,0.87,0.94,0.095,0.0362,104.376,414600,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Tusken Camp and the Homestead,0.114,0.0463,-27.851,0.0422,0.835,0.926,0.135,0.0371,63.782,354786,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Love Pledge and the Arena,0.225,0.306,-16.153,0.0397,0.584,0.859,0.107,0.0539,92.847,508680,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Confrontation with Count Dooku and Finale,0.11,0.173,-17.673,0.0372,0.773,0.924,0.16,0.0518,86.427,645493,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Star Wars Main Title and Ambush on Coruscant,0.0911,0.286,-15.819,0.0422,0.645,0.944,0.203,0.0515,71.832,228693,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,"Across the Stars (Love Theme from ""Star Wars: Attack of the Clones"")",0.0934,0.13,-18.278,0.0356,0.774,0.914,0.109,0.0664,79.936,331840,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Zam the Assassin and the Chase Through Coruscant,0.424,0.315,-18.128,0.0526,0.621,0.727,0.123,0.0584,80.971,666880,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Yoda and the Younglings,0.128,0.00892,-33.337,0.0419,0.982,0.962,0.107,0.0475,66.833,237213,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Departing Coruscant,0.16,0.0314,-22.334,0.0379,0.973,0.957,0.114,0.0383,76.929,104000,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Anakin and Padmé,0.0776,0.0127,-32.066,0.0418,0.979,0.945,0.0985,0.0379,81.341,235653,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Jango's Escape,0.353,0.394,-15.915,0.0393,0.725,0.919,0.116,0.195,156.127,226373,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Meadow Picnic,0.145,0.0669,-22.852,0.0384,0.874,0.836,0.0991,0.0595,66.015,253173,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Bounty Hunter's Pursuit,0.164,0.109,-18.876,0.041,0.789,0.867,0.0821,0.0392,83.18,200840,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Return to Tatooine,0.149,0.0501,-26.518,0.036,0.87,0.94,0.095,0.0362,104.376,414600,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Tusken Camp and the Homestead,0.114,0.0463,-27.851,0.0422,0.835,0.926,0.135,0.0371,63.782,354786,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Love Pledge and the Arena,0.225,0.306,-16.153,0.0397,0.584,0.859,0.107,0.0539,92.847,508680,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Confrontation with Count Dooku and Finale,0.11,0.173,-17.673,0.0372,0.773,0.924,0.16,0.0518,86.427,645493,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Star Wars Main Title and Ambush on Coruscant,0.0911,0.286,-15.819,0.0422,0.645,0.944,0.203,0.0515,71.832,228693,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,"Across the Stars (Love Theme from ""Star Wars: Attack of the Clones"")",0.0934,0.13,-18.278,0.0356,0.774,0.914,0.109,0.0664,79.936,331840,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Zam the Assassin and the Chase Through Coruscant,0.424,0.315,-18.128,0.0526,0.621,0.727,0.123,0.0584,80.971,666880,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Yoda and the Younglings,0.128,0.00892,-33.337,0.0419,0.982,0.962,0.107,0.0475,66.833,237213,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Departing Coruscant,0.16,0.0314,-22.334,0.0379,0.973,0.957,0.114,0.0383,76.929,104000,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Anakin and Padmé,0.0776,0.0127,-32.066,0.0418,0.979,0.945,0.0985,0.0379,81.341,235653,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Jango's Escape,0.353,0.394,-15.915,0.0393,0.725,0.919,0.116,0.195,156.127,226373,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Meadow Picnic,0.145,0.0669,-22.852,0.0384,0.874,0.836,0.0991,0.0595,66.015,253173,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Bounty Hunter's Pursuit,0.164,0.109,-18.876,0.041,0.789,0.867,0.0821,0.0392,83.18,200840,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Return to Tatooine,0.149,0.0501,-26.518,0.036,0.87,0.94,0.095,0.0362,104.376,414600,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Tusken Camp and the Homestead,0.114,0.0463,-27.851,0.0422,0.835,0.926,0.135,0.0371,63.782,354786,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Love Pledge and the Arena,0.225,0.306,-16.153,0.0397,0.584,0.859,0.107,0.0539,92.847,508680,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Confrontation with Count Dooku and Finale,0.11,0.173,-17.673,0.0372,0.773,0.924,0.16,0.0518,86.427,645493,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Star Wars Main Title and Ambush on Coruscant,0.0911,0.286,-15.819,0.0422,0.645,0.944,0.203,0.0515,71.832,228693,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,"Across the Stars (Love Theme from ""Star Wars: Attack of the Clones"")",0.0934,0.13,-18.278,0.0356,0.774,0.914,0.109,0.0664,79.936,331840,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Zam the Assassin and the Chase Through Coruscant,0.424,0.315,-18.128,0.0526,0.621,0.727,0.123,0.0584,80.971,666880,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Yoda and the Younglings,0.128,0.00892,-33.337,0.0419,0.982,0.962,0.107,0.0475,66.833,237213,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Departing Coruscant,0.16,0.0314,-22.334,0.0379,0.973,0.957,0.114,0.0383,76.929,104000,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Anakin and Padmé,0.0776,0.0127,-32.066,0.0418,0.979,0.945,0.0985,0.0379,81.341,235653,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Jango's Escape,0.353,0.394,-15.915,0.0393,0.725,0.919,0.116,0.195,156.127,226373,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Meadow Picnic,0.145,0.0669,-22.852,0.0384,0.874,0.836,0.0991,0.0595,66.015,253173,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Bounty Hunter's Pursuit,0.164,0.109,-18.876,0.041,0.789,0.867,0.0821,0.0392,83.18,200840,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Return to Tatooine,0.149,0.0501,-26.518,0.036,0.87,0.94,0.095,0.0362,104.376,414600,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Tusken Camp and the Homestead,0.114,0.0463,-27.851,0.0422,0.835,0.926,0.135,0.0371,63.782,354786,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Love Pledge and the Arena,0.225,0.306,-16.153,0.0397,0.584,0.859,0.107,0.0539,92.847,508680,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Confrontation with Count Dooku and Finale,0.11,0.173,-17.673,0.0372,0.773,0.924,0.16,0.0518,86.427,645493,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Star Wars Main Title and Ambush on Coruscant,0.0911,0.286,-15.819,0.0422,0.645,0.944,0.203,0.0515,71.832,228693,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,"Across the Stars (Love Theme from ""Star Wars: Attack of the Clones"")",0.0934,0.13,-18.278,0.0356,0.774,0.914,0.109,0.0664,79.936,331840,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Zam the Assassin and the Chase Through Coruscant,0.424,0.315,-18.128,0.0526,0.621,0.727,0.123,0.0584,80.971,666880,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Yoda and the Younglings,0.128,0.00892,-33.337,0.0419,0.982,0.962,0.107,0.0475,66.833,237213,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Departing Coruscant,0.16,0.0314,-22.334,0.0379,0.973,0.957,0.114,0.0383,76.929,104000,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Anakin and Padmé,0.0776,0.0127,-32.066,0.0418,0.979,0.945,0.0985,0.0379,81.341,235653,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Jango's Escape,0.353,0.394,-15.915,0.0393,0.725,0.919,0.116,0.195,156.127,226373,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Meadow Picnic,0.145,0.0669,-22.852,0.0384,0.874,0.836,0.0991,0.0595,66.015,253173,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Bounty Hunter's Pursuit,0.164,0.109,-18.876,0.041,0.789,0.867,0.0821,0.0392,83.18,200840,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Return to Tatooine,0.149,0.0501,-26.518,0.036,0.87,0.94,0.095,0.0362,104.376,414600,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Tusken Camp and the Homestead,0.114,0.0463,-27.851,0.0422,0.835,0.926,0.135,0.0371,63.782,354786,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Love Pledge and the Arena,0.225,0.306,-16.153,0.0397,0.584,0.859,0.107,0.0539,92.847,508680,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Confrontation with Count Dooku and Finale,0.11,0.173,-17.673,0.0372,0.773,0.924,0.16,0.0518,86.427,645493,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Star Wars Main Title and Ambush on Coruscant,0.0911,0.286,-15.819,0.0422,0.645,0.944,0.203,0.0515,71.832,229466,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,"Across the Stars (Love Theme from ""Star Wars: Attack of the Clones"")",0.116,0.13,-18.278,0.0355,0.774,0.914,0.111,0.0666,80.611,333346,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Zam the Assassin and the Chase Through Coruscant,0.424,0.315,-18.128,0.0526,0.621,0.727,0.112,0.0584,80.971,668386,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Yoda and the Younglings,0.128,0.00892,-33.337,0.0419,0.982,0.962,0.107,0.0475,66.833,237760,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Departing Coruscant,0.125,0.0314,-22.334,0.0392,0.973,0.957,0.114,0.0383,67.563,105533,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Anakin and Padmé,0.171,0.0127,-32.066,0.041,0.979,0.945,0.0985,0.038,59.34,237160,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Jango's Escape,0.353,0.394,-15.915,0.0393,0.725,0.919,0.116,0.195,156.127,227880,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Meadow Picnic,0.145,0.0669,-22.852,0.0384,0.874,0.836,0.098,0.0595,66.015,254680,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Bounty Hunter's Pursuit,0.164,0.109,-18.876,0.041,0.789,0.867,0.0812,0.0392,83.18,202346,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Return to Tatooine,0.0844,0.0501,-26.518,0.0371,0.87,0.94,0.095,0.0361,84.416,416106,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Tusken Camp and the Homestead,0.108,0.0463,-27.851,0.0455,0.835,0.926,0.134,0.0372,63.645,356293,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Love Pledge and the Arena,0.225,0.306,-16.153,0.0398,0.584,0.859,0.106,0.0537,92.732,510186,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Confrontation with Count Dooku and Finale,0.11,0.173,-17.673,0.0372,0.773,0.924,0.16,0.0518,86.427,645493,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Star Wars Main Title and Ambush on Coruscant,0.0911,0.286,-15.819,0.0422,0.645,0.944,0.203,0.0515,71.832,229466,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,"Across the Stars (Love Theme from ""Star Wars: Attack of the Clones"")",0.116,0.13,-18.278,0.0355,0.774,0.914,0.111,0.0666,80.611,333346,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Zam the Assassin and the Chase Through Coruscant,0.424,0.315,-18.128,0.0526,0.621,0.727,0.112,0.0584,80.971,668386,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Yoda and the Younglings,0.128,0.00892,-33.337,0.0419,0.982,0.962,0.107,0.0475,66.833,237760,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Departing Coruscant,0.125,0.0314,-22.334,0.0392,0.973,0.957,0.114,0.0383,67.563,105533,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Anakin and Padmé,0.171,0.0127,-32.066,0.041,0.979,0.945,0.0985,0.038,59.34,237160,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Jango's Escape,0.353,0.394,-15.915,0.0393,0.725,0.919,0.116,0.195,156.127,227880,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Meadow Picnic,0.145,0.0669,-22.852,0.0384,0.874,0.836,0.098,0.0595,66.015,254680,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Bounty Hunter's Pursuit,0.164,0.109,-18.876,0.041,0.789,0.867,0.0812,0.0392,83.18,202346,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Return to Tatooine,0.0844,0.0501,-26.518,0.0371,0.87,0.94,0.095,0.0361,84.416,416106,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Tusken Camp and the Homestead,0.108,0.0463,-27.851,0.0455,0.835,0.926,0.134,0.0372,63.645,356293,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Love Pledge and the Arena,0.225,0.306,-16.153,0.0398,0.584,0.859,0.106,0.0537,92.732,510186,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Confrontation with Count Dooku and Finale,0.11,0.173,-17.673,0.0372,0.773,0.924,0.16,0.0518,86.427,645493,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Star Wars Main Title and Ambush on Coruscant,0.0911,0.286,-15.819,0.0422,0.645,0.944,0.203,0.0515,71.832,228693,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,"Across the Stars (Love Theme from ""Star Wars: Attack of the Clones"")",0.0934,0.13,-18.278,0.0356,0.774,0.914,0.109,0.0664,79.936,331840,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Zam the Assassin and the Chase Through Coruscant,0.424,0.315,-18.128,0.0526,0.621,0.727,0.123,0.0584,80.971,666880,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Yoda and the Younglings,0.128,0.00892,-33.337,0.0419,0.982,0.962,0.107,0.0475,66.833,237213,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Departing Coruscant,0.16,0.0314,-22.334,0.0379,0.973,0.957,0.114,0.0383,76.929,104000,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Anakin and Padmé,0.0776,0.0127,-32.066,0.0418,0.979,0.945,0.0985,0.0379,81.341,235653,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Jango's Escape,0.353,0.394,-15.915,0.0393,0.725,0.919,0.116,0.195,156.127,226373,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Meadow Picnic,0.145,0.0669,-22.852,0.0384,0.874,0.836,0.0991,0.0595,66.015,253173,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Bounty Hunter's Pursuit,0.164,0.109,-18.876,0.041,0.789,0.867,0.0821,0.0392,83.18,200840,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Return to Tatooine,0.149,0.0501,-26.518,0.036,0.87,0.94,0.095,0.0362,104.376,414600,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Tusken Camp and the Homestead,0.114,0.0463,-27.851,0.0422,0.835,0.926,0.135,0.0371,63.782,354786,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Love Pledge and the Arena,0.225,0.306,-16.153,0.0397,0.584,0.859,0.107,0.0539,92.847,508680,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Confrontation with Count Dooku and Finale,0.11,0.173,-17.673,0.0372,0.773,0.924,0.16,0.0518,86.427,645493,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Star Wars Main Title and Ambush on Coruscant,0.0911,0.286,-15.819,0.0422,0.645,0.944,0.203,0.0515,71.832,228693,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,"Across the Stars (Love Theme from ""Star Wars: Attack of the Clones"")",0.0934,0.13,-18.278,0.0356,0.774,0.914,0.109,0.0664,79.936,331840,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Zam the Assassin and the Chase Through Coruscant,0.424,0.315,-18.128,0.0526,0.621,0.727,0.123,0.0584,80.971,666880,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Yoda and the Younglings,0.128,0.00892,-33.337,0.0419,0.982,0.962,0.107,0.0475,66.833,237213,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Departing Coruscant,0.16,0.0314,-22.334,0.0379,0.973,0.957,0.114,0.0383,76.929,104000,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Anakin and Padmé,0.0776,0.0127,-32.066,0.0418,0.979,0.945,0.0985,0.0379,81.341,235653,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Jango's Escape,0.353,0.394,-15.915,0.0393,0.725,0.919,0.116,0.195,156.127,226373,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Meadow Picnic,0.145,0.0669,-22.852,0.0384,0.874,0.836,0.0991,0.0595,66.015,253173,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Bounty Hunter's Pursuit,0.164,0.109,-18.876,0.041,0.789,0.867,0.0821,0.0392,83.18,200840,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Return to Tatooine,0.149,0.0501,-26.518,0.036,0.87,0.94,0.095,0.0362,104.376,414600,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Tusken Camp and the Homestead,0.114,0.0463,-27.851,0.0422,0.835,0.926,0.135,0.0371,63.782,354786,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Love Pledge and the Arena,0.225,0.306,-16.153,0.0397,0.584,0.859,0.107,0.0539,92.847,508680,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Confrontation with Count Dooku and Finale,0.11,0.173,-17.673,0.0372,0.773,0.924,0.16,0.0518,86.427,645493,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Star Wars Main Title / Ambush on Coruscant,0.159,0.184,-20.623,0.0375,0.812,0.938,0.275,0.0388,97.655,226266,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Across the Stars,0.109,0.0988,-22.704,0.0387,0.871,0.906,0.11,0.054,85.612,333306,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Zam the Assassin / The Chase Through Coruscant,0.337,0.305,-19.52,0.0583,0.751,0.824,0.138,0.057,162.17,667400,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Yoda and the Younglings,0.103,0.00888,-31.391,0.0424,0.979,0.953,0.107,0.0395,90.751,235293,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Departing Coruscant,0.0949,0.0283,-23.041,0.0403,0.965,0.965,0.0881,0.0398,88.234,104306,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Anakin and Padme,0.161,0.0066,-36.444,0.0385,0.949,0.759,0.0976,0.0391,81.912,236666,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Jango's Escape,0.372,0.381,-17.074,0.0413,0.821,0.947,0.0992,0.278,156.171,228426,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Meadow Picnic,0.141,0.0299,-25.996,0.0384,0.922,0.935,0.122,0.0717,101.699,254373,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Bounty Hunter's Pursuit,0.248,0.094,-20.305,0.0401,0.871,0.894,0.146,0.0495,133.502,203293,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Return to Tatooine,0.15,0.0204,-28.49,0.0355,0.916,0.874,0.101,0.037,104.363,416666,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Tusken Camp and the Homestead,0.124,0.0264,-31.356,0.0405,0.722,0.549,0.138,0.0375,164.412,354333,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Love Pledge and the Arena,0.203,0.278,-18.256,0.048,0.759,0.904,0.11,0.0963,81.324,509373,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Confrontation with Count Dooku / Finale,0.175,0.147,-18.869,0.0369,0.833,0.925,0.207,0.0611,135.041,643733,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,On the Conveyor Belt,0.334,0.294,-22.223,0.0755,0.671,0.531,0.263,0.116,163.937,187466,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Catch Me If You Can - Catch Me If You Can / Soundtrack,0.239,0.0214,-28.748,0.0338,0.975,0.686,0.105,0.159,75.3,161706,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,"The ""Float"" - Catch Me If You Can / Soundtrack",0.52,0.105,-19.111,0.0377,0.962,0.809,0.112,0.104,134.242,296386,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Come Fly With Me,0.446,0.196,-19.656,0.0441,0.741,0,0.0991,0.509,133.798,199106,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Recollections (The Father's Theme) - Catch Me If You Can / Soundtrack,0.224,0.0687,-21.379,0.0402,0.953,0.24,0.0623,0.0384,134.157,316093,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Airport Scene - Catch Me If You Can / Soundtrack,0.297,0.11,-25.226,0.0386,0.913,0.954,0.112,0.0601,122.739,146986,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Girl From Ipanema,0.63,0.071,-26.892,0.0422,0.816,2.28e-06,0.0923,0.39,130.603,315133,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Learning The Ropes - Catch Me If You Can / Soundtrack,0.312,0.0564,-23.989,0.0363,0.973,0.933,0.0883,0.0396,138.89,524080,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Father And Son - Catch Me If You Can / Soundtrack,0.163,0.0254,-29.639,0.0417,0.972,0.973,0.111,0.0776,132.452,195520,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Embraceable You - 1940 Single Version,0.28,0.0321,-23.214,0.0396,0.969,1.69e-06,0.162,0.22,93.78,170573,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Flash Comics Clue - Catch Me If You Can / Soundtrack,0.252,0.0153,-30.475,0.0383,0.957,0.869,0.178,0.0773,125.78,107506,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Deadheading - Catch Me If You Can / Soundtrack,0.155,0.0692,-26.754,0.0338,0.9,0.662,0.115,0.0364,94.034,145346,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Christmas Song (Merry Christmas To You),0.32,0.0349,-28.101,0.0352,0.868,2.31e-06,0.115,0.215,105.434,190920,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,A Broken Home - Catch Me If You Can / Soundtrack,0.0774,0.0374,-26.757,0.0379,0.877,0.904,0.11,0.0368,80.201,265733,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,"Doctor, Lawyer, Lutheran",0.482,0.023,-28.598,0.0316,0.978,0.841,0.0991,0.141,138.749,192226,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,The Look Of Love,0.589,0.0562,-28.924,0.0336,0.672,8.18e-05,0.115,0.443,97.052,211413,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Catch Me If You Can (Reprise and End Credits) - Catch Me If You Can / Soundtrack,0.324,0.0263,-24.637,0.0349,0.979,0.793,0.0994,0.0805,134.162,314680,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Main Titles - Soundtrack Reissue (2002),0.165,0.00599,-44.178,0.0453,0.991,0.946,0.149,0.0277,110.047,66600,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Far From Home / E.T. Alone - Soundtrack Reissue (2002),0.195,0.113,-20.137,0.0371,0.42,0.329,0.273,0.0356,129.791,406800,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Bait For E.T. - Soundtrack Reissue (2002),0.127,0.118,-22.402,0.0348,0.895,0.814,0.346,0.153,72.567,104466,FALSE
1978,star wars soundtrack,John Williams conducting the London Symphony Orchestra,0,Meeting E.T. - Soundtrack Reissue (2002),0.196,0.0368,-31.855,0.0367,0.148,0.018,0.102,0.0472,79.247,125800,FALSE
